maille;date_jour;jour_semaine;semaine;annee;donnees;conso_corrigee;borne_inf;borne_sup;borne_moyenne;conso_brute;borne_inf_brute;borne_sup_brute;borne_moyenne_brute
jour;2023-12-31;noel1_7;noel1;2022;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2023-12-31;noel1_7;noel1;2021;CPRC;61073,8270833333;NA;NA;NA;54091,4562500000;NA;NA;NA
jour;2023-12-31;noel1_7;noel1;2020;CPRC;63338,0323958333;NA;NA;NA;62456,0094791667;NA;NA;NA
jour;2023-12-30;noel1_6;noel1;2023;CPRC;62044,9583333333;63773,5198333333;66799,7523750000;65166,3766180556;51405,7750000000;50882,4963333333;65680,2413333333;59204,5734930556
jour;2023-12-30;noel1_6;noel1;2022;CPRC;60101,6520833333;NA;NA;NA;47138,2312500000;NA;NA;NA
jour;2023-12-30;noel1_6;noel1;2021;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2023-12-30;noel1_6;noel1;2020;CPRC;63791,4956458333;NA;NA;NA;62341,6185625000;NA;NA;NA
jour;2023-12-29;noel1_5;noel1;2023;CPRC;64987,3750000000;65671,0283541667;69530,0077916667;67920,8504916667;54232,7812500000;57981,0952500000;69501,6411041667;65118,0579916667
jour;2023-12-29;noel1_5;noel1;2022;CPRC;64655,0000000000;NA;NA;NA;51521,8000000000;NA;NA;NA
jour;2023-12-29;noel1_5;noel1;2021;CPRC;65275,9062500000;NA;NA;NA;61646,5333333333;NA;NA;NA
jour;2023-12-29;noel1_5;noel1;2020;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2023-12-28;noel1_4;noel1;2023;CPRC;64783,1458333333;66542,7210625000;71538,4962916667;68863,7757333333;55240,0291666667;54889,0960625000;69359,1587916667;64215,2053166667
jour;2023-12-28;noel1_4;noel1;2022;CPRC;66326,2437500000;NA;NA;NA;55583,0625000000;NA;NA;NA
jour;2023-12-28;noel1_4;noel1;2021;CPRC;70093,6395833333;NA;NA;NA;71537,4791666667;NA;NA;NA
jour;2023-12-28;noel1_4;noel1;2020;CPRC;67188,9765625000;NA;NA;NA;57064,7890625000;NA;NA;NA
jour;2023-12-27;noel1_3;noel1;2023;CPRC;63913,0625000000;67223,1332500000;72311,2708125000;69536,3698416667;55688,2520833333;57832,6000000000;72565,9083125000;64654,9331750000
jour;2023-12-27;noel1_3;noel1;2022;CPRC;66000,5750000000;NA;NA;NA;57198,3666666667;NA;NA;NA
jour;2023-12-27;noel1_3;noel1;2021;CPRC;72193,9645833333;NA;NA;NA;77427,5812500000;NA;NA;NA
jour;2023-12-27;noel1_3;noel1;2020;CPRC;69729,5235208333;NA;NA;NA;56415,1360208333;NA;NA;NA
jour;2023-12-26;noel1_2;noel1;2023;CPRC;62766,6458333333;66618,7796250000;72868,2326875000;70016,6151583333;53429,3416666667;56086,5170625000;73356,1008333333;63243,3030750000
jour;2023-12-26;noel1_2;noel1;2022;CPRC;66517,8625000000;NA;NA;NA;59758,3166666667;NA;NA;NA
jour;2023-12-26;noel1_2;noel1;2021;CPRC;72542,0166666667;NA;NA;NA;75380,3375000000;NA;NA;NA
jour;2023-12-26;noel1_2;noel1;2020;CPRC;69846,2980833333;NA;NA;NA;57311,4126666667;NA;NA;NA
jour;2023-12-25;ChristmasDay;noel1;2023;CPRC;59154,8125000000;60578,7202083333;62649,3964375000;61579,0967430556;48644,8812500000;48568,4235208333;58175,4846875000;53611,9500416667
jour;2023-12-25;ChristmasDay;noel1;2022;CPRC;56845,1604166667;NA;NA;NA;44607,6854166667;NA;NA;NA
jour;2023-12-25;ChristmasDay;noel1;2021;CPRC;59842,0354166667;NA;NA;NA;53942,9416666667;NA;NA;NA
jour;2023-12-25;ChristmasDay;noel1;2020;CPRC;62281,0587916667;NA;NA;NA;57614,3004583333;NA;NA;NA
jour;2023-12-24;51_7;51;2023;CPRC;60963,6041666667;63153,4357291667;65945,6995000000;64951,8685520833;50368,2062500000;52033,4663958333;64236,7860833333;56887,6800104167
jour;2023-12-24;51_7;51;2022;CPRC;60124,4395833333;NA;NA;NA;68121,7041666667;NA;NA;NA
jour;2023-12-24;51_7;51;2021;CPRC;64767,7104166667;NA;NA;NA;64867,7416666667;NA;NA;NA
jour;2023-12-24;51_7;51;2020;CPRC;63763,1758541667;NA;NA;NA;54518,3654375000;NA;NA;NA
jour;2023-12-23;51_6;51;2023;CPRC;62656,2916666667;65145,2873333333;67980,8137291667;67061,5550590278;52892,8083333333;54332,6449791667;64487,6404791667;58273,6602673611
jour;2023-12-23;51_6;51;2022;CPRC;62761,6770833333;NA;NA;NA;70680,5000000000;NA;NA;NA
jour;2023-12-23;51_6;51;2021;CPRC;67392,8000000000;NA;NA;NA;65400,9000000000;NA;NA;NA
jour;2023-12-23;51_6;51;2020;CPRC;65233,9093958333;NA;NA;NA;56732,8302291667;NA;NA;NA
jour;2023-12-22;51_5;51;2023;CPRC;67444,5208333333;71299,8557500000;73373,5272916667;72487,4800868056;57870,6187500000;59565,5017708333;67911,2511875000;63456,6356423611
jour;2023-12-22;51_5;51;2022;CPRC;67295,2479166667;NA;NA;NA;71748,7687500000;NA;NA;NA
jour;2023-12-22;51_5;51;2021;CPRC;72502,8333333333;NA;NA;NA;69869,7750000000;NA;NA;NA
jour;2023-12-22;51_5;51;2020;CPRC;70561,7514166667;NA;NA;NA;62507,7535000000;NA;NA;NA
jour;2023-12-21;51_4;51;2023;CPRC;69116,3541666667;72750,6128958333;74255,1184583333;73392,5812152778;61907,4520833333;60527,3378333333;70614,9295833333;65797,8131597222
jour;2023-12-21;51_4;51;2022;CPRC;67439,7041666667;NA;NA;NA;71647,3479166667;NA;NA;NA
jour;2023-12-21;51_4;51;2021;CPRC;72635,5541666667;NA;NA;NA;70102,8937500000;NA;NA;NA
jour;2023-12-21;51_4;51;2020;CPRC;71146,0764791667;NA;NA;NA;63047,5702291667;NA;NA;NA
jour;2023-12-20;51_3;51;2023;CPRC;68432,2083333333;72614,2583958333;74299,5423125000;73494,8832152778;64645,1187500000;61911,3254166667;74742,9716458333;67665,5523125000
jour;2023-12-20;51_3;51;2022;CPRC;66372,0312500000;NA;NA;NA;71838,3208333333;NA;NA;NA
jour;2023-12-20;51_3;51;2021;CPRC;72410,5479166667;NA;NA;NA;70443,5479166667;NA;NA;NA
jour;2023-12-20;51_3;51;2020;CPRC;71008,6918750000;NA;NA;NA;64256,3897916667;NA;NA;NA
jour;2023-12-19;51_2;51;2023;CPRC;68093,5625000000;72530,9816666667;74299,2125833333;73069,7039479167;67557,8958333333;61503,6647291667;75464,3667500000;68582,4855451389
jour;2023-12-19;51_2;51;2022;CPRC;67036,4104166667;NA;NA;NA;76007,4666666667;NA;NA;NA
jour;2023-12-19;51_2;51;2021;CPRC;72603,7854166667;NA;NA;NA;70407,8250000000;NA;NA;NA
jour;2023-12-19;51_2;51;2020;CPRC;70967,7122708333;NA;NA;NA;63200,4810208333;NA;NA;NA
jour;2023-12-18;51_1;51;2023;CPRC;67588,8958333333;70908,5467916667;73187,8549791667;71820,8535034722;68085,3104166667;62974,4928958333;72822,8070625000;68280,3934340278
jour;2023-12-18;51_1;51;2022;CPRC;66083,6854166667;NA;NA;NA;76080,9458333333;NA;NA;NA
jour;2023-12-18;51_1;51;2021;CPRC;71283,6479166667;NA;NA;NA;67996,6645833333;NA;NA;NA
jour;2023-12-18;51_1;51;2020;CPRC;69728,1366666667;NA;NA;NA;64403,1929166667;NA;NA;NA
jour;2023-12-17;50_7;50;2023;CPRC;61906,4791666667;63163,8944166667;65860,4328125000;64468,4901666667;60268,5166666667;56790,3585208333;67331,2807291667;62476,5821805556
jour;2023-12-17;50_7;50;2022;CPRC;59174,9604166667;NA;NA;NA;68121,7041666667;NA;NA;NA
jour;2023-12-17;50_7;50;2021;CPRC;63792,4375000000;NA;NA;NA;64867,7416666667;NA;NA;NA
jour;2023-12-17;50_7;50;2020;CPRC;62988,9320833333;NA;NA;NA;59638,6008333333;NA;NA;NA
jour;2023-12-16;50_6;50;2023;CPRC;63456,0208333333;66321,7529791667;67879,3788750000;67019,1228472222;58205,0437500000;60344,6260833333;72067,6797291667;64635,8655555556
jour;2023-12-16;50_6;50;2022;CPRC;61773,5291666667;NA;NA;NA;70680,5000000000;NA;NA;NA
jour;2023-12-16;50_6;50;2021;CPRC;66378,7291666667;NA;NA;NA;65400,9000000000;NA;NA;NA
jour;2023-12-16;50_6;50;2020;CPRC;64059,0646666667;NA;NA;NA;60563,8250833333;NA;NA;NA
jour;2023-12-15;50_5;50;2023;CPRC;68036,7291666667;70946,4720208333;73276,0177291667;72442,2432430555;60870,7270833333;67911,2511875000;76607,5118541667;70248,0467152778
jour;2023-12-15;50_5;50;2022;CPRC;66232,1145833333;NA;NA;NA;71748,7687500000;NA;NA;NA
jour;2023-12-15;50_5;50;2021;CPRC;71412,8291666667;NA;NA;NA;69869,7750000000;NA;NA;NA
jour;2023-12-15;50_5;50;2020;CPRC;69299,0456250000;NA;NA;NA;68306,7122916667;NA;NA;NA
jour;2023-12-14;50_4;50;2023;CPRC;68688,6458333333;71583,2420625000;73970,7063125000;72957,7301215278;61837,2958333333;69170,1452291667;75314,0448333333;71446,7891493056
jour;2023-12-14;50_4;50;2022;CPRC;66280,9125000000;NA;NA;NA;71647,3479166667;NA;NA;NA
jour;2023-12-14;50_4;50;2021;CPRC;71448,6333333333;NA;NA;NA;70102,8937500000;NA;NA;NA
jour;2023-12-14;50_4;50;2020;CPRC;69810,4676250000;NA;NA;NA;71683,3342916667;NA;NA;NA
jour;2023-12-13;50_3;50;2023;CPRC;68264,1250000000;71395,6792291667;73975,9949583333;72889,5763819444;59246,1395833333;64798,1364375000;75035,1949583333;70945,1763819444
jour;2023-12-13;50_3;50;2022;CPRC;65170,9979166667;NA;NA;NA;71838,3208333333;NA;NA;NA
jour;2023-12-13;50_3;50;2021;CPRC;71182,1041666667;NA;NA;NA;70443,5479166667;NA;NA;NA
jour;2023-12-13;50_3;50;2020;CPRC;70098,1528958333;NA;NA;NA;73406,2778958333;NA;NA;NA
jour;2023-12-12;50_2;50;2023;CPRC;68049,3750000000;71269,6670833333;73416,2839583333;72813,6881215278;57317,9791666667;63555,4565208333;74364,8119583333;70051,1905520833
jour;2023-12-12;50_2;50;2022;CPRC;65781,5916666667;NA;NA;NA;76007,4666666667;NA;NA;NA
jour;2023-12-12;50_2;50;2021;CPRC;71322,3104166667;NA;NA;NA;70407,8250000000;NA;NA;NA
jour;2023-12-12;50_2;50;2020;CPRC;69574,1757291667;NA;NA;NA;71943,4882291667;NA;NA;NA
jour;2023-12-11;50_1;50;2023;CPRC;66921,3541666667;69579,4363750000;72783,0839791667;71426,2128541667;57303,1041666667;61470,7930208333;70904,8180625000;67150,4715347222
jour;2023-12-11;50_1;50;2022;CPRC;64788,2875000000;NA;NA;NA;76080,9458333333;NA;NA;NA
jour;2023-12-11;50_1;50;2021;CPRC;69959,4229166667;NA;NA;NA;67996,6645833333;NA;NA;NA
jour;2023-12-11;50_1;50;2020;CPRC;68378,4656666667;NA;NA;NA;71231,7760833333;NA;NA;NA
jour;2023-12-10;49_7;49;2023;CPRC;61297,2708333333;62210,2163541667;65600,5237083333;63520,5236145833;54317,7062500000;55706,0653750000;66405,6864166667;60269,8579895833
jour;2023-12-10;49_7;49;2022;CPRC;57988,1187500000;NA;NA;NA;67728,2520833333;NA;NA;NA
jour;2023-12-10;49_7;49;2021;CPRC;63381,3041666667;NA;NA;NA;62253,2541666667;NA;NA;NA
jour;2023-12-10;49_7;49;2020;CPRC;60569,4732500000;NA;NA;NA;62577,1503333333;NA;NA;NA
jour;2023-12-09;49_6;49;2023;CPRC;62497,5000000000;64439,4240416667;67260,3082916667;65208,7699583333;58313,6750000000;58252,9562083333;70260,7270833333;63304,7574583333
jour;2023-12-09;49_6;49;2022;CPRC;59454,4729166667;NA;NA;NA;66100,6541666667;NA;NA;NA
jour;2023-12-09;49_6;49;2021;CPRC;65966,3625000000;NA;NA;NA;66701,2250000000;NA;NA;NA
jour;2023-12-09;49_6;49;2020;CPRC;62349,6418541667;NA;NA;NA;64586,6043541667;NA;NA;NA
jour;2023-12-08;49_5;49;2023;CPRC;65348,0000000000;69785,4799791667;71551,4709791667;70527,0646423611;63731,7000000000;61042,2334791667;72751,7022708333;68513,7045729167
jour;2023-12-08;49_5;49;2022;CPRC;63657,8375000000;NA;NA;NA;69034,5166666667;NA;NA;NA
jour;2023-12-08;49_5;49;2021;CPRC;71314,9583333333;NA;NA;NA;72376,3104166667;NA;NA;NA
jour;2023-12-08;49_5;49;2020;CPRC;67469,6062916667;NA;NA;NA;67690,7646250000;NA;NA;NA
jour;2023-12-07;49_4;49;2023;CPRC;66248,2500000000;69118,2856041667;71944,6917500000;70842,1069201389;69379,8458333333;60852,3881458333;75260,4063333333;69910,6281006944
jour;2023-12-07;49_4;49;2022;CPRC;64050,5229166667;NA;NA;NA;69470,9583333333;NA;NA;NA
jour;2023-12-07;49_4;49;2021;CPRC;71377,5104166667;NA;NA;NA;73565,1395833333;NA;NA;NA
jour;2023-12-07;49_4;49;2020;CPRC;67721,6723333333;NA;NA;NA;68173,3785833333;NA;NA;NA
jour;2023-12-06;49_3;49;2023;CPRC;66113,9375000000;70349,9954583333;71355,3214583333;70647,0587569444;67503,4604166667;62123,1327708333;74725,2780833333;69687,6601458333
jour;2023-12-06;49_3;49;2022;CPRC;64163,7770833333;NA;NA;NA;67993,4020833333;NA;NA;NA
jour;2023-12-06;49_3;49;2021;CPRC;70681,2708333333;NA;NA;NA;71800,8625000000;NA;NA;NA
jour;2023-12-06;49_3;49;2020;CPRC;67787,3268750000;NA;NA;NA;68554,6706250000;NA;NA;NA
jour;2023-12-05;49_2;49;2023;CPRC;65710,3958333333;70006,8197291667;71272,6343333333;70434,7095798611;66193,4791666667;60307,9481250000;74221,3086458333;68383,3877048611
jour;2023-12-05;49_2;49;2022;CPRC;63966,9750000000;NA;NA;NA;67852,9250000000;NA;NA;NA
jour;2023-12-05;49_2;49;2021;CPRC;70098,8312500000;NA;NA;NA;71681,9020833333;NA;NA;NA
jour;2023-12-05;49_2;49;2020;CPRC;67298,2321666667;NA;NA;NA;68061,4675833333;NA;NA;NA
jour;2023-12-04;49_1;49;2023;CPRC;64754,0625000000;68261,1113333333;70092,2341458333;69067,4916041667;68436,1041666667;59125,6293958333;74856,1968541667;66899,6429930556
jour;2023-12-04;49_1;49;2022;CPRC;62866,0125000000;NA;NA;NA;66612,7854166667;NA;NA;NA
jour;2023-12-04;49_1;49;2021;CPRC;68954,9958333333;NA;NA;NA;70763,5250000000;NA;NA;NA
jour;2023-12-04;49_1;49;2020;CPRC;65384,1812291667;NA;NA;NA;67451,7978958333;NA;NA;NA
jour;2023-12-03;48_7;48;2023;CPRC;57886,0416666667;60686,3129375000;61942,4602916667;61308,5244236111;65230,2979166667;53829,2275208333;71126,6633541667;60442,5827569444
jour;2023-12-03;48_7;48;2022;CPRC;55798,0062500000;NA;NA;NA;59517,9916666667;NA;NA;NA
jour;2023-12-03;48_7;48;2021;CPRC;61929,1083333333;NA;NA;NA;63769,8187500000;NA;NA;NA
jour;2023-12-03;48_7;48;2020;CPRC;58284,3670416667;NA;NA;NA;56848,4524583333;NA;NA;NA
jour;2023-12-02;48_6;48;2023;CPRC;59385,5625000000;62515,1516250000;64321,0098750000;63091,2899861111;64721,3541666667;54123,8494583333;72630,5853333333;62474,3726250000
jour;2023-12-02;48_6;48;2022;CPRC;57324,7375000000;NA;NA;NA;60818,3020833333;NA;NA;NA
jour;2023-12-02;48_6;48;2021;CPRC;62696,9187500000;NA;NA;NA;63260,7875000000;NA;NA;NA
jour;2023-12-02;48_6;48;2020;CPRC;60297,0937708333;NA;NA;NA;55613,1146041667;NA;NA;NA
jour;2023-12-01;48_5;48;2023;CPRC;62531,9375000000;67709,3998750000;70119,2045625000;68623,3825138889;64856,7750000000;59618,8733125000;76017,6031041667;67220,5602916667
jour;2023-12-01;48_5;48;2022;CPRC;62103,7354166667;NA;NA;NA;64658,0812500000;NA;NA;NA
jour;2023-12-01;48_5;48;2021;CPRC;69223,3333333333;NA;NA;NA;73784,1583333333;NA;NA;NA
jour;2023-12-01;48_5;48;2020;CPRC;64948,0855833333;NA;NA;NA;60673,4689166667;NA;NA;NA
jour;2023-11-30;48_4;48;2023;CPRC;62900,0833333333;68464,5154375000;69658,0963750000;69072,4191215278;64863,6062500000;60760,6718333333;74644,0847500000;67196,1566215278
jour;2023-11-30;48_4;48;2022;CPRC;62674,0604166667;NA;NA;NA;63520,9375000000;NA;NA;NA
jour;2023-11-30;48_4;48;2021;CPRC;69126,7000000000;NA;NA;NA;71891,1000000000;NA;NA;NA
jour;2023-11-30;48_4;48;2020;CPRC;65151,9000625000;NA;NA;NA;61828,8083958333;NA;NA;NA
jour;2023-11-29;48_3;48;2023;CPRC;63505,3958333333;67862,2795416667;69542,0601666667;68761,2254722222;66019,1166666667;60732,8927083333;73466,4747500000;67174,1129722222
jour;2023-11-29;48_3;48;2022;CPRC;62385,0958333333;NA;NA;NA;61721,3979166667;NA;NA;NA
jour;2023-11-29;48_3;48;2021;CPRC;68408,7229166667;NA;NA;NA;70289,9312500000;NA;NA;NA
jour;2023-11-29;48_3;48;2020;CPRC;64950,8348750000;NA;NA;NA;62692,7702916667;NA;NA;NA
jour;2023-11-28;48_2;48;2023;CPRC;63129,8333333333;66271,5905833333;69611,7532083333;68358,9654652778;63419,8729166667;60959,7816666667;73114,2619791667;67838,3328263889
jour;2023-11-28;48_2;48;2022;CPRC;62155,3500000000;NA;NA;NA;60311,5750000000;NA;NA;NA
jour;2023-11-28;48_2;48;2021;CPRC;69274,3000000000;NA;NA;NA;74812,1333333333;NA;NA;NA
jour;2023-11-28;48_2;48;2020;CPRC;64220,8004791667;NA;NA;NA;63711,1838125000;NA;NA;NA
jour;2023-11-27;48_1;48;2023;CPRC;61772,3125000000;64871,5580416667;67817,2555625000;66659,2022465278;64201,1854166667;58614,6326458333;69169,2813750000;65524,2772465278
jour;2023-11-27;48_1;48;2022;CPRC;60464,6062500000;NA;NA;NA;57239,0104166667;NA;NA;NA
jour;2023-11-27;48_1;48;2021;CPRC;67332,2250000000;NA;NA;NA;73997,9729166667;NA;NA;NA
jour;2023-11-27;48_1;48;2020;CPRC;62961,5866041667;NA;NA;NA;62077,4324375000;NA;NA;NA
jour;2023-11-26;47_7;47;2023;CPRC;55168,1458333333;57518,2368125000;59537,5618125000;58505,4727777778;58246,4750000000;50306,6138958333;60345,2732083333;56652,5477777778
jour;2023-11-26;47_7;47;2022;CPRC;53876,1000000000;NA;NA;NA;52018,8354166667;NA;NA;NA
jour;2023-11-26;47_7;47;2021;CPRC;59234,0166666667;NA;NA;NA;65397,1104166667;NA;NA;NA
jour;2023-11-26;47_7;47;2020;CPRC;55848,4208333333;NA;NA;NA;55919,7166666667;NA;NA;NA
jour;2023-11-25;47_6;47;2023;CPRC;57345,3958333333;59391,9549375000;61932,8576041667;60691,8727743056;56961,5770833333;54150,5295000000;60571,0861875000;57404,1644409722
jour;2023-11-25;47_6;47;2022;CPRC;55688,3291666667;NA;NA;NA;53453,8708333333;NA;NA;NA
jour;2023-11-25;47_6;47;2021;CPRC;59987,9479166667;NA;NA;NA;65460,0458333333;NA;NA;NA
jour;2023-11-25;47_6;47;2020;CPRC;57691,6320000000;NA;NA;NA;56861,5715833333;NA;NA;NA
jour;2023-11-24;47_5;47;2023;CPRC;61509,7708333333;64565,6288125000;67774,9698541667;66011,7582222222;58028,9875000000;56713,9948541667;68618,9384375000;62625,5300972222
jour;2023-11-24;47_5;47;2022;CPRC;61001,3562500000;NA;NA;NA;56372,8562500000;NA;NA;NA
jour;2023-11-24;47_5;47;2021;CPRC;64893,0729166667;NA;NA;NA;69712,7958333333;NA;NA;NA
jour;2023-11-24;47_5;47;2020;CPRC;63096,8793750000;NA;NA;NA;59429,2502083333;NA;NA;NA
jour;2023-11-23;47_4;47;2023;CPRC;61869,4375000000;65164,6536875000;67942,3992916667;66450,4628541667;59404,0375000000;56212,2888750000;70943,2530416667;63815,2052152778
jour;2023-11-23;47_4;47;2022;CPRC;61424,0770833333;NA;NA;NA;57563,5645833333;NA;NA;NA
jour;2023-11-23;47_4;47;2021;CPRC;64569,1458333333;NA;NA;NA;69428,0062500000;NA;NA;NA
jour;2023-11-23;47_4;47;2020;CPRC;63340,5977916667;NA;NA;NA;56650,1373750000;NA;NA;NA
jour;2023-11-22;47_3;47;2023;CPRC;61805,8541666667;65370,9152500000;67268,0668333333;66182,1517118056;57081,1333333333;55781,6293333333;72304,9663125000;64695,4253229167
jour;2023-11-22;47_3;47;2022;CPRC;61194,7208333333;NA;NA;NA;58423,1000000000;NA;NA;NA
jour;2023-11-22;47_3;47;2021;CPRC;64783,5541666667;NA;NA;NA;68761,2958333333;NA;NA;NA
jour;2023-11-22;47_3;47;2020;CPRC;63188,2385000000;NA;NA;NA;55767,9093333333;NA;NA;NA
jour;2023-11-21;47_2;47;2023;CPRC;61164,8333333333;64773,5509791667;66938,6195833333;65683,7108229167;55067,3916666667;57070,3445833333;71997,2316875000;64826,0115173611
jour;2023-11-21;47_2;47;2022;CPRC;60294,3416666667;NA;NA;NA;58859,6916666667;NA;NA;NA
jour;2023-11-21;47_2;47;2021;CPRC;65355,1291666667;NA;NA;NA;68146,6562500000;NA;NA;NA
jour;2023-11-21;47_2;47;2020;CPRC;62871,7590833333;NA;NA;NA;55819,8507500000;NA;NA;NA
jour;2023-11-20;47_1;47;2023;CPRC;60925,1875000000;63100,0745208333;65423,4126666667;64054,8963159722;54073,8375000000;56230,6771041667;69097,7537708333;63462,5674965278
jour;2023-11-20;47_1;47;2022;CPRC;58234,3812500000;NA;NA;NA;57367,2437500000;NA;NA;NA
jour;2023-11-20;47_1;47;2021;CPRC;63052,0625000000;NA;NA;NA;65766,5479166667;NA;NA;NA
jour;2023-11-20;47_1;47;2020;CPRC;61791,1399375000;NA;NA;NA;53977,8232708333;NA;NA;NA
jour;2023-11-19;46_7;46;2023;CPRC;54339,4791666667;54990,6261875000;57012,8344375000;55884,4081770833;46578,3062500000;48682,6886041667;61414,7017500000;55175,8810937500
jour;2023-11-19;46_7;46;2022;CPRC;51144,8187500000;NA;NA;NA;49667,5270833333;NA;NA;NA
jour;2023-11-19;46_7;46;2021;CPRC;54279,3416666667;NA;NA;NA;57404,5041666667;NA;NA;NA
jour;2023-11-19;46_7;46;2020;CPRC;55466,7191458333;NA;NA;NA;46612,1691458333;NA;NA;NA
jour;2023-11-18;46_6;46;2023;CPRC;54986,3750000000;57313,1846041667;58644,8877708333;57931,5879756944;50695,2708333333;52086,4731875000;64062,7866875000;57543,1890173611
jour;2023-11-18;46_6;46;2022;CPRC;52684,1250000000;NA;NA;NA;50441,7833333333;NA;NA;NA
jour;2023-11-18;46_6;46;2021;CPRC;56155,1187500000;NA;NA;NA;58400,7708333333;NA;NA;NA
jour;2023-11-18;46_6;46;2020;CPRC;55793,5115208333;NA;NA;NA;47472,2365208333;NA;NA;NA
jour;2023-11-17;46_5;46;2023;CPRC;59243,7708333333;62630,9744375000;63960,2115625000;63292,9250069444;54895,0145833333;55993,0642500000;69790,8486041667;62160,3597291667
jour;2023-11-17;46_5;46;2022;CPRC;58513,7333333333;NA;NA;NA;53081,8333333333;NA;NA;NA
jour;2023-11-17;46_5;46;2021;CPRC;61533,7687500000;NA;NA;NA;62635,3604166667;NA;NA;NA
jour;2023-11-17;46_5;46;2020;CPRC;59787,5405625000;NA;NA;NA;53218,8988958333;NA;NA;NA
jour;2023-11-16;46_4;46;2023;CPRC;60058,2083333333;62478,0067916667;63900,0167916667;63275,5739791667;55367,2250000000;55032,9368541667;68664,3746250000;61932,5857847222
jour;2023-11-16;46_4;46;2022;CPRC;59137,5229166667;NA;NA;NA;52167,8875000000;NA;NA;NA
jour;2023-11-16;46_4;46;2021;CPRC;62372,6104166667;NA;NA;NA;62975,6333333333;NA;NA;NA
jour;2023-11-16;46_4;46;2020;CPRC;59394,8244583333;NA;NA;NA;53182,3848750000;NA;NA;NA
jour;2023-11-15;46_3;46;2023;CPRC;59886,0625000000;62685,7021666667;63458,1454375000;62986,1470458333;52894,3416666667;58286,6808541667;67347,6124791667;62801,5362125000
jour;2023-11-15;46_3;46;2022;CPRC;58594,6333333333;NA;NA;NA;52398,2166666667;NA;NA;NA
jour;2023-11-15;46_3;46;2021;CPRC;61559,7354166667;NA;NA;NA;62637,4104166667;NA;NA;NA
jour;2023-11-15;46_3;46;2020;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2023-11-14;46_2;46;2023;CPRC;60557,3958333333;61639,4006250000;63411,4641458333;62662,9916125000;52698,3500000000;53499,6310416667;67385,9037291667;61597,1795291667
jour;2023-11-14;46_2;46;2022;CPRC;57551,4562500000;NA;NA;NA;52178,9854166667;NA;NA;NA
jour;2023-11-14;46_2;46;2021;CPRC;60927,3041666667;NA;NA;NA;62750,3979166667;NA;NA;NA
jour;2023-11-14;46_2;46;2020;CPRC;58954,4096875000;NA;NA;NA;52652,1930208333;NA;NA;NA
jour;2023-11-13;46_1;46;2023;CPRC;58801,3958333333;57261,1087708333;62548,6294166667;60618,0521916667;52518,5104166667;51315,7265208333;64631,5655000000;58280,1396916667
jour;2023-11-13;46_1;46;2022;CPRC;55728,4208333333;NA;NA;NA;51289,4208333333;NA;NA;NA
jour;2023-11-13;46_1;46;2021;CPRC;59765,7666666667;NA;NA;NA;60689,6750000000;NA;NA;NA
jour;2023-11-13;46_1;46;2020;CPRC;58265,0195208333;NA;NA;NA;51300,2966041667;NA;NA;NA
jour;2023-11-12;45_7;45;2023;CPRC;50559,0625000000;52028,6377291667;53908,0005208333;52888,8620375000;49311,2729166667;44095,3416666667;56732,4085416667;51985,4628708333
jour;2023-11-12;45_7;45;2022;CPRC;49426,4625000000;NA;NA;NA;44192,6604166667;NA;NA;NA
jour;2023-11-12;45_7;45;2021;CPRC;52064,4041666667;NA;NA;NA;51525,8395833333;NA;NA;NA
jour;2023-11-12;45_7;45;2020;CPRC;52179,8806041667;NA;NA;NA;45823,7264375000;NA;NA;NA
jour;2023-11-11;FRArmisticeDay;45;2023;CPRC;50761,2916666667;53825,8542083333;56662,1630625000;54866,1654097222;51119,4166666667;48769,7901458333;58075,3869166667;53466,4393680556
jour;2023-11-11;FRArmisticeDay;45;2022;CPRC;50361,7833333333;NA;NA;NA;45817,0312500000;NA;NA;NA
jour;2023-11-11;FRArmisticeDay;45;2021;CPRC;53437,9833333333;NA;NA;NA;57272,2854166667;NA;NA;NA
jour;2023-11-11;FRArmisticeDay;45;2020;CPRC;54047,9619375000;NA;NA;NA;48688,9806875000;NA;NA;NA
jour;2023-11-10;45_5;45;2023;CPRC;57785,2916666667;59978,8697083333;61567,4475208333;60823,8830750000;57405,1479166667;53448,9808541667;63435,2020208333;59512,1972416667
jour;2023-11-10;45_5;45;2022;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2023-11-10;45_5;45;2021;CPRC;56547,1041666667;NA;NA;NA;59540,7937500000;NA;NA;NA
jour;2023-11-10;45_5;45;2020;CPRC;57744,7750000000;NA;NA;NA;56638,9583333333;NA;NA;NA
jour;2023-11-09;45_4;45;2023;CPRC;56636,3541666667;60237,7758750000;61656,7125208333;60840,8543506944;56263,7604166667;54977,7854375000;65607,0713333333;61109,0071284722
jour;2023-11-09;45_4;45;2022;CPRC;55568,0229166667;NA;NA;NA;50741,6770833333;NA;NA;NA
jour;2023-11-09;45_4;45;2021;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2023-11-09;45_4;45;2020;CPRC;58334,6355208333;NA;NA;NA;58107,1501041667;NA;NA;NA
